active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
,2288,Wal-Mart Pharmacy,,,,St. Catharines,525 Welland Avenue,,L2M 5V2,ON,43.1749225,-79.2212541,,Niagara Region Public Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2289,Fullerton Drugs,,,,Cornwall,"820 Mcconnell Avenue, Unit 114",,K6H 4M4,ON,45.028426,-74.717195,,Eastern Ontario Health Unit,,613-933-7233,https://lovelldrugs.com/,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,closed,closed,,Yes,No,,,,,Yes,,,,https://lovelldrugs.com/,Yes,,,,,,,,,,,,
,2290,Fullerton Drugs,,,,Cornwall,170 Pitt Street,,K6J 3P4,ON,45.018104,-74.728811,,Eastern Ontario Health Unit,,613-932-6843,https://lovelldrugs.com/,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,https://lovelldrugs.com/,Yes,,,,,,,,,,,,
,2291,Bayshore Pharmacy,,,,Ottawa,3029 Carling Avenue,,K2B 8E8,ON,45.3550732,-75.805922,,Ottawa Public Health,,613-820-4907,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2292,Medical Building Pharmacy,,,,Mississauga,21 Queensway West,,L5B 1B6,ON,43.5738299,-79.6105287,,Peel Public Health,,,https://medicalbuildingpharmacy.medmeapp.ca/schedule,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,,Yes,No,,,,,Yes,,,,https://medicalbuildingpharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2293,Riepert Pharmasave,,,,Kitchener,98 Highland Road West,,N2M 3B5,ON,43.441534,-80.501948,,"Region of Waterloo, Public Health",,519-578-1210,https://riepertpharmacy.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,https://riepertpharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2294,Beech Medical Pharmacy,,,,Toronto,855 Kingston Road,,M4E 1R9,ON,43.680147,-79.29085,,Toronto Public Health,,416-699-1118,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-15:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2295,White Cross Dispensary,,,,Ottawa,264 Elgin Street,,K2P 1M2,ON,45.417714,-75.690413,,Ottawa Public Health,,,https://www.bookmyshot.com/6132334029,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,https://www.bookmyshot.com/6132334029,Yes,,,,,,,,,,,,
,2296,Marathon Drug Associates,,,,Marathon,2 Hemlo Drive,,P0T 2E0,ON,48.720319,-86.373991,,Thunder Bay District Health Unit,,807-229-1670,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2297,Johnstons Pharmacy,,,,Hastings,6 Front Street East,,K0L 1Y0,ON,44.3095607,-77.9564114,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,705-696-3606,https://www.remedys.ca/en/ontario/hastings/johnstons-pharmacy-7016567,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,closed,,Yes,No,,,,,Yes,,,,https://www.remedys.ca/en/ontario/hastings/johnstons-pharmacy-7016567,Yes,,,,,,,,,,,,
,2298,Jean Coutu Pharmacie,,,,Embrun,867 Rue Notre Dame,,K0A 1W0,ON,45.271016,-75.291879,,Eastern Ontario Health Unit,,613-443-3552,https://www.jeancoutu.com/sante/services/vaccination-contre-la-covid-19/,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.jeancoutu.com/sante/services/vaccination-contre-la-covid-19/,Yes,,,,,,,,,,,,
,2299,Centennial Pharmacy,,,,Norwood,2375 County Road 45,,K0L 2V0,ON,44.382298,-77.979653,,Peterborough Public Health,,705-639-5535,https://www.guardian-ida-pharmacies.ca/en/ontario/norwood/centennial-pharmacy-7011430,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,https://www.guardian-ida-pharmacies.ca/en/ontario/norwood/centennial-pharmacy-7011430,Yes,,,,,,,,,,,,
,2300,Hauser's Pharmasave,,,,Hagersville,30 Main Street North,,N0A 1H0,ON,42.9628369,-80.0527339,,Brant County Health Unit,,905-768-1144,https://pharmasave.com/hagersville/,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,https://pharmasave.com/hagersville/,Yes,,,,,,,,,,,,
,2301,McMaster Drugstore,,,,Hamilton,1200 Main Street West,,L8N 3Z5,ON,43.259242,-79.916471,,Hamilton Public Health Services,,,https://www.bookmyshot.com/covidshot/9055215019,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,closed,closed,,Yes,No,,,,,Yes,,,,https://www.bookmyshot.com/covidshot/9055215019,Yes,,,,,,,,,,,,
,2302,Guildview Pharmacy,,,,Scarborough,4160 Kingston Road,,M1E 2M4,ON,43.758622,-79.198438,,Toronto Public Health,,416-283-5388,https://guildviewpharmacy.ca/,09:30-19:00,09:30-19:00,09:30-19:00,09:30-18:00,09:30-18:00,09:30-13:00,closed,,Yes,No,,,,,Yes,,,,https://guildviewpharmacy.ca/,Yes,,,,,,,,,,,,
,2303,Shoppers Drug Mart,,,,Toronto,555 University Avenue,,M5G 1X8,ON,43.657096,-79.387734,,Toronto Public Health,,,https://covid-19.shoppersdrugmart.ca/en,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,09:00-17:00,11:00-17:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,2304,Vina Pharmacy,,,,Toronto,1460 Queen Street West,,M6K 1M2,ON,43.640904,-79.436427,,Toronto Public Health,,416-588-8538,www.vinapharmacy.ca,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-18:00,11:00-17:00,,Yes,No,,,,,Yes,,,,www.vinapharmacy.ca,Yes,,,,,,,,,,,,
,2305,Limeridge Medical Pharmacy,,,,Hamilton,849 Upper Wentworth Street,,L9A 5H4,ON,43.22178,-79.860992,,Hamilton Public Health Services,,,limeridgepharmacy.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,limeridgepharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2306,Cancer Centre Pharmacy,,,,Hamilton,699 Concession Street,,L8V 5C2,ON,43.239889,-79.8461713,,Hamilton Public Health Services,,,https://www.bookmyshot.com/covidshot/9055756320,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,closed,closed,,Yes,No,,,,,Yes,,,,https://www.bookmyshot.com/covidshot/9055756320,Yes,,,,,,,,,,,,
,2307,Wal-Mart Pharmacy,,,,Thunder Bay,777 Memorial Avenue,,P7B 3Z7,ON,48.412997,-89.23949,,Thunder Bay District Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2308,Riverside Pharmacare Drug Mart,,,,Windsor,7775 Wyandotte Street East,,N8S 1S6,ON,42.3329704,-82.9454156,,Windsor-Essex County Health Unit,,519-944-2298,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2309,Loblaw Pharmacy,,,,North York,3501 Yonge Street,,M4N 2N5,ON,43.735433,-79.404166,,Toronto Public Health,,,loblaws.ca/covid19,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,loblaws.ca/covid19,Yes,,,,,,,,,,,,
,2310,Wal-Mart Pharmacy,,,,Ancaster,1051 Garner Road West,,L9G 3K9,ON,43.1974389,-80.0141019,,Hamilton Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2311,Wal-Mart Pharmacy,,,,Brampton,50 Quarry Edge Drive,,L6V 4K2,ON,43.7051503,-79.783616,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2312,Student Centre Pharmacy,,,,Windsor,401 Sunset Boulevard,,N9B 3P4,ON,42.304314,-83.066039,,Windsor-Essex County Health Unit,,519-971-3644,www.universitypharmacy.ca,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,closed,closed,,Yes,No,,,,,Yes,,,,www.universitypharmacy.ca,Yes,,,,,,,,,,,,
,2313,Wal-Mart Pharmacy,,,,Welland,102 Primeway Drive,,L3B 0A1,ON,43.0171765,-79.2274044,,Niagara Region Public Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2314,Metro Pharmacy,,,,Sault Ste. Marie,248 Northern Avenue East,,P6B 4H6,ON,46.535173,-84.321512,,Algoma Public Health Unit,,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2315,Wal-Mart Pharmacy,,,,Chatham,881 St. Clair Street,,N7L 0E9,ON,42.4345814,-82.2199316,,Chatham-Kent Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2316,Wal-Mart Pharmacy,,,,Dryden,Highway 17 East,,P8N 2Z4,ON,49.7841736,-92.811874,,Northwestern Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2317,Loblaw Pharmacy,,,,Hanmer,5200 Highway 69 North,,P3P 1Z3,ON,46.653622,-80.985046,,Sudbury and District Health Unit,,705-969-4971,,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-15:00,10:00-15:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2318,NoFrills Pharmacy,,,,Brantford,603 Colborne Street,,N3S 7S8,ON,43.139101,-80.241274,,Brant County Health Unit,,519-752-6136,https://www.nofrills.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.nofrills.ca/covid19,Yes,,,,,,,,,,,,
,2319,Park Pharmacy,,,,Stoney Creek,72 King Street West,,L8G 1H9,ON,43.218683,-79.764773,,Hamilton Public Health Services,,905-662-9336,,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:00-14:00,09:00-10:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2320,Metro Pharmacy,,,,Scarborough,3221 Eglinton Avenue East,,M1J 2H7,ON,43.742841,-79.21641,,Toronto Public Health,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2321,Drugstore Pharmacy,,,,Waterloo,555 Davenport Road,,N2L 6L2,ON,43.496854,-80.52506,,"Region of Waterloo, Public Health",,519-746-5534,,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,2322,Drugstore Pharmacy,,,,Elliot Lake,177 Highway 108 North,,P5A 2S9,ON,46.381047,-82.633756,,Algoma Public Health Unit,,,nofrills/covid19,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,nofrills/covid19,Yes,,,,,,,,,,,,
,2323,Pharmacie Noelville Pharmacy,,,,Noelville,20 St. David Street North,,P0M 2N0,ON,46.134672,-80.431536,,Sudbury and District Health Unit,,,http://www.noelvillepharm.ca/,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,http://www.noelvillepharm.ca/,Yes,,,,,,,,,,,,
,2324,IDA Prescription Centre,,,,Windsor,1909 Tecumseh Road East,,N8W 1C9,ON,42.3012311,-82.9990221,,Windsor-Essex County Health Unit,,519-977-0090,https://sunshinedrugs.com/1909-pharmacy/,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,closed,closed,,Yes,No,,,,,Yes,,,,https://sunshinedrugs.com/1909-pharmacy/,Yes,,,,,,,,,,,,
,2325,Food Basics Pharmacy,,,,Kingston,1300 Bath Road,,K7M 4X4,ON,44.239415,-76.546262,,"Kingston, Fontenac, Lennox and Addington Health Unit",,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2326,London Medical Pharmacy,,,,London,"1135 Adelaide Street North, Unit 113",,N5Y 5K7,ON,43.013798,-81.244425,,Middlesex-London Health Unit,,519-434-5333,https://london-medical.ca/,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,https://london-medical.ca/,Yes,,,,,,,,,,,,
,2327,Metro Pharmacy,,,,Collingwood,640 First Street Extension,,L9Y 4Y7,ON,44.500444,-80.236731,,Simcoe Muskoka District Health Unit,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2328,Metro Pharmacy,,,,Toronto,80 Front Street East,,M5E 1T4,ON,43.649259,-79.372649,,Toronto Public Health,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2329,Metro Pharmacy,,,,Napanee,35 Alkenbrack Street,,K7R 4C4,ON,44.25721,-76.963512,,"Kingston, Fontenac, Lennox and Addington Health Unit",,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2330,Metro Pharmacy,,,,Whitby,70 Thickson Road South,,L1N 7T2,ON,43.884048,-78.9138284,,Durham Region Health Department,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2331,Food Basics Pharmacy,,,,Hamilton,2500 Barton Street East,,L8E 4A2,ON,43.2350932,-79.7585382,,Hamilton Public Health Services,,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2332,Food Basics Pharmacy,,,,Belleville,470 Dundas Street East,,K8N 1E9,ON,44.167952,-77.353799,,Hastings and Prince Edward Counties Health Unit,,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2333,Metro Pharmacy,,,,Orillia,70 Front Street North,,L3V 4R8,ON,44.61236,-79.415253,,Simcoe Muskoka District Health Unit,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2334,Metro Pharmacy,,,,Scarborough,15 Ellesmere Road,,M1R 4B7,ON,43.756688,-79.313581,,Toronto Public Health,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2335,Food Basics Pharmacy,,,,Mississauga,2550 Hurontario Street,,L5B 1N5,ON,43.578427,-79.615748,,Peel Public Health,,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2336,Drugstore Pharmacy,,,,Alliston,30 King Street South,,L9R 1H6,ON,44.150448,-79.879146,,Simcoe Muskoka District Health Unit,,,Zehrs.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,Zehrs.ca/covid19,Yes,,,,,,,,,,,,
,2337,Drugstore Pharmacy,,,,Stratford,865 Ontario Street,,N5A 7Y2,ON,43.369193,-80.95171,,Huron Perth Health Unit,,519-273-1404,zehrs.ca,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,zehrs.ca,Yes,,,,,,,,,,,,
,2338,Metro Pharmacy,,,,Newmarket,16640 Yonge Street,,L3X 2N8,ON,44.0340035,-79.4772437,,York Region Public Health Services,,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://metro.ca/covid19,Yes,,,,,,,,,,,,
,2339,Drugstore Pharmacy,,,,Caledonia,322 Argyle Street South,,N3W 1K8,ON,43.061629,-79.960663,,Haldimand-Norfolk Health Unit,,,www.zehrs.ca/COVID19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.zehrs.ca/COVID19,Yes,,,,,,,,,,,,
,2340,Food Basics Pharmacy,,,,Oakville,478 Dundas Street West,,L6H 6Y3,ON,43.4653883,-79.7427147,,"Region of Halton, Public Health",,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2341,Wal-Mart Pharmacy,,,,Hanover,1100 10th Street,,N4N 3B8,ON,44.1588837,-80.9979849,,Grey-Bruce Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2342,Loblaw Pharmacy,,,,New Liskeard,55 Scott Street,,P0J 1P0,ON,47.509695,-79.683122,,Timiskaming Health Unit,,,loblaw.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,loblaw.ca/covid19,Yes,,,,,,,,,,,,
,2343,Eagle Place Apothecary,,,,Brantford,78 Eagle Avenue,,N3S 1Z3,ON,43.132337,-80.259931,,Brant County Health Unit,,519-770-0505,https://epa.medmeapp.ca/schedule,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,closed,closed,,Yes,No,,,,,Yes,,,,https://epa.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2344,Wal-Mart Pharmacy,,,,Midland,16845 Highway 12 RR 1,,L4R 0A9,ON,44.728948,-79.876956,,Simcoe Muskoka District Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-19:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2345,Food Basics Pharmacy,,,,Sarnia,191 Indian Road,,N7T 3W3,ON,42.963313,-82.37819,,Lambton Health Unit,,,https://foodbasics.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://foodbasics.ca/covid19,Yes,,,,,,,,,,,,
,2346,Sobeys Pharmacy,,,,Kitchener,274 Highland Road West,,N2M 3C5,ON,43.4397895,-80.5093233,,"Region of Waterloo, Public Health",,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,2347,Hanover Pharmasave,,,,Hanover,"118 7th Avenue, Unit 101",,N4N 2G9,ON,44.142136,-81.029406,,Grey-Bruce Health Unit,,,https://hanoverpharmasave.medmeapp.ca/schedule,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,closed,closed,,Yes,No,,,,,Yes,,,,https://hanoverpharmasave.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2348,NoFrills Pharmacy,,,,North York,1591 Wilson Avenue,,M3L 1A5,ON,43.719935,-79.509778,,Toronto Public Health,,,https://www.nofrills.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.nofrills.ca/covid19,Yes,,,,,,,,,,,,
,2349,Wal-Mart Pharmacy,,,,Fort Frances,1250 King's Highway,,P9A 2X6,ON,48.608974,-93.4342161,,Northwestern Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,closed,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,2350,Prime Care Pharmacy Arboretum,,,,Guelph,"281 Stone Road East, Unit 103",,N1G 5J5,ON,43.533079,-80.215102,,Wellington-Dufferin-Guelph Health Unit,,,https://primecarepharmacy.medmeapp.ca/schedule/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-15:00,closed,,Yes,No,,,,,Yes,,,,https://primecarepharmacy.medmeapp.ca/schedule/,Yes,,,,,,,,,,,,
,2351,Sobeys Pharmacy,,,,Acton,372 Queen Street East,,L7J 2N3,ON,43.655913,-79.363718,,Halton Region Health Department,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,2352,Freshco Pharmacy,,,,Brantford,50 Market Street South,,N3S 2E3,ON,43.13586,-80.26155,,Brant County Health Unit,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,2353,Sobeys Pharmacy,,,,Etobicoke,125 The Queensway,,M8Y 1H6,ON,43.630672,-79.480439,,Peel Public Health,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,2354,Morelli's Pharmacy,,,,Burlington,2900 Walkers Line,,L7M 4M8,ON,43.390333,-79.822685,,Halton Region Health Department,,,https://morelliswalkerspharmacy.medmeapp.ca/schedule,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://morelliswalkerspharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,2355,Sobeys Pharmacy,,,,Peterborough,1200 Lansdowne Street West,,K9J 2A1,ON,44.2823399,-78.3510893,,Peterborough Public Health,,,www.pharmacyappointments.ca,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,2356,Wal-Mart Pharmacy,,,,Parry Sound,1 Pine Drive,,P2A 3C3,ON,45.3466738,-80.012054,,North Bay-Parry Sound District Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
